uf,nome,id_ente,year,eleicao_estadual,pre_eleicao,pos_eleicao,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida,dcl_hist,rcl_hist,dcl_sobre_rcl_hist,encargos_hist,dcl_sobre_rcl_ext,fonte_dcl_rcl,rcl_ext,encargos_ext,encargos_sobre_rcl_ext,fonte_encargos,dcl_sobre_rcl,primario_sobre_rcl,encargos_sobre_rcl,pib_nominal_mil,pib_real_mil,crescimento_pib_pct,ln_pib_real,ipca_aa,deflator_2010,teto,d_lag1,d_lag2,yvar,d_lag1_teto,d_lag2_teto,primario_teto,d_quebra_serie,primario_sobre_rcl_hist,primario_sobre_rcl_ext,fonte_primario
PA,Pará,15,2005,0,0,1,NA,NA,NA,NA,NA,NA,2229659,4847313,0.46,120980.0626,0.46,SISTN,4847313,120980.0626,0.02495817014498547,STN-Servico,NA,NA,NA,40522893,52275680.88230809,1.7308655565035025,17.772041828202433,5.68973334585865,79.3329294312273,15,0.6,0.61,-3039460.443721227,9,9.15,0.905861043798909,0,0.0603907362532606,0.0603907362532606,FINBRA
PA,Pará,15,2006,1,0,0,NA,NA,NA,NA,NA,NA,2436549,5590771,0.44,118557.00213,0.44,SISTN,5590771,118557.00213,0.02120584122118398,STN-Servico,NA,NA,NA,45983027,56937313.91838609,8.917402810253328,17.85746146480587,3.141774968304434,81.82539154972024,15,0.46,0.6,-3298407.9475250705,6.9,9,-0.1347225395567139,0,-0.00898150263711426,-0.00898150263711426,FINBRA
PA,Pará,15,2007,0,1,0,NA,NA,NA,NA,NA,NA,2164718,6273309,0.35,126052.4923,0.35,SISTN,6273309,126052.4923,0.02009346140928176,STN-Servico,NA,NA,NA,51846876,61942528.07786317,8.790745145883694,17.941717546624165,4.457330433237816,85.47261962938191,15,0.44,0.46,-3310340.001089764,6.6,6.9,0.9542559391383333,0,0.06361706260922222,0.06361706260922222,FINBRA
PA,Pará,15,2008,0,0,0,NA,NA,NA,NA,NA,NA,2144103,7587651,0.28,134177.38781,0.28,SISTN,7587651,134177.38781,0.01768365305810718,STN-Servico,NA,NA,NA,60956978,68913443.26010147,11.253843520037954,18.04836182958036,5.902313417525495,90.51748152607746,15,0.35,0.44,-1422895.668223027,5.25,6.6,0.8846690502040756,0,0.05897793668027171,0.05897793668027171,FINBRA
PA,Pará,15,2009,0,0,1,NA,NA,NA,NA,NA,NA,1907584,7997163,0.24,145635.10778999998,0.24,SISTN,7997163,145635.10778999998,0.01821084649518835,STN-Servico,NA,NA,NA,61665096,66465106.0010866,-3.552771626537443,18.012187646123255,4.312028329689999,94.42062097280385,15,0.28,0.35,-8957683.976098176,4.2,5.25,0.22347631486941386,0,0.014898420991294258,0.014898420991294258,FINBRA
PA,Pará,15,2010,1,0,0,NA,NA,NA,NA,NA,NA,2609966,9117950,0.29,173193.86391,0.29,SISTN,9117950,173193.86391,0.01899482492336544,STN-Servico,NA,NA,NA,82684518,84845281.83449142,27.65387274505262,18.25633994214077,5.909068347266233,100,15,0.24,0.28,4410634.0024809,3.5999999999999996,4.2,-0.36086634972224946,0,-0.024057756648149964,-0.024057756648149964,FINBRA
PA,Pará,15,2011,0,1,0,NA,NA,NA,NA,NA,NA,2020245,10426350,0.19,207114.10109,0.19,SISTN,10426350,207114.10109,0.01986448767689556,STN-Servico,NA,NA,NA,98710736,94986647.82782546,11.952775421404006,18.36924689050607,6.503109040628852,106.50310904062886,15,0.29,0.24,9781885.568308027,4.35,3.5999999999999996,1.6356989908069417,0,0.10904659938712945,0.10904659938712945,FINBRA
PA,Pará,15,2012,0,0,0,NA,NA,NA,NA,NA,NA,1372729,12722720,0.11,201149.03827,0.11,SISTN,12722720,201149.03827,0.01581022283521134,STN-Servico,NA,NA,NA,107080881,97758499.62551913,2.9181488778485587,18.398010705740315,5.838568997639149,112.7213665465968,15,0.19,0.29,8148410.259073082,2.85,4.35,1.3484200476509773,0,0.08989466984339849,0.08989466984339849,FINBRA
PA,Pará,15,2013,0,0,1,NA,NA,NA,NA,NA,NA,1378888,13336643,0.1,175127.06167,0.1,SISTN,13336643,175127.06167,0.01313127011572552,STN-Servico,NA,NA,NA,121224847,104205937.81645703,6.5952712200330055,18.46187967046282,5.910818080013791,119.38412146047168,15,0.11,0.19,10580533.701237053,1.65,2.85,0.4801061103232751,0,0.032007074021551674,0.032007074021551674,FINBRA
PA,Pará,15,2014,1,0,0,NA,NA,NA,NA,NA,NA,1503963,15092464,0.1,196643.39383,0.1,SISTN,15092464,196643.39383,0.01302924385507893,STN-Servico,NA,NA,NA,124584945,100719578.69856788,-3.34564343543442,18.42785076479416,6.407616596391952,127.0337982406296,15,0.1,0.11,3412613.1277142833,1.5,1.65,0.342277793834728,0,0.022818519588981866,0.022818519588981866,FINBRA
PA,Pará,15,2015,0,1,0,2020940.56239,16789901.79047,386981.63564,NA,20135646.75996,227753.07622,NA,NA,NA,NA,0.12036643141874076,SICONFI,16789901.79047,227753.07622,0.01356488436098377,SICONFI,0.12036643141874076,0.02304847523644551,0.01356488436098377,130899505,97059875.45750292,-3.633556939329219,18.39083861879095,10.673497995621716,140.59274814960534,15,0.1,0.1,-3756962.67787072,1.5,1.5,0.3457271285466827,1,NA,0.02304847523644551,SICONFI
PA,Pará,15,2016,0,0,0,1665679.80645,17922201.695919998,647603.7833,NA,20913335.60213,169579.78144999998,NA,NA,NA,NA,0.09293946328196905,SICONFI,17922201.695919998,169579.78144999998,0.00946199492267766,SICONFI,0.09293946328196905,0.03613416444517681,0.00946199492267766,138107514,94174104.38455103,-2.973186457688582,18.36065580137824,6.288055054224495,149.4332975554997,15,0.12036643141874076,0.1,-10177107.957532903,1.8054964712811117,1.5,0.5420124666776521,1,NA,0.03613416444517681,SICONFI
PA,Pará,15,2017,0,0,1,1153286.25761,18017134.313509997,16855.109519999998,NA,21975738.39075,172049.64508000002,NA,NA,NA,NA,0.06401052673205739,SICONFI,18017134.313509997,172049.64508000002,0.00954922364934528,SICONFI,0.06401052673205739,9.35504460737762e-4,0.00954922364934528,155232404,102324959.81265198,8.655092056748103,18.44366418760044,2.9473499083459087,153.83761971404,15,0.09293946328196905,0.12036643141874076,-5743749.284857718,1.3940919492295356,1.8054964712811117,0.01403256691106643,1,NA,9.35504460737762e-4,SICONFI
PA,Pará,15,2018,1,0,0,2504137.07485,18818401.69891,-1543310.748,22132768.2468,23515142.46533,195496.67599,NA,NA,NA,NA,0.13306853126613002,SICONFI,18818401.69891,195496.67599,0.01038859086536151,SICONFI,0.13306853126613002,-0.08201072400794758,0.01038859086536151,161349602,102597387.28333431,0.26623755453325515,18.44632302530199,3.7454821218273926,159.59958025707417,15,0.06401052673205739,0.09293946328196905,-9428790.94526641,0.9601579009808608,1.3940919492295356,-1.2301608601192138,1,NA,-0.08201072400794758,SICONFI
PA,Pará,15,2019,0,1,0,1628941.74509,21690571.87028,999935.25865,25058217.41834,24091008.25869,529725.03365,NA,NA,NA,NA,0.0750990686106319,SICONFI,21690571.87028,529725.03365,0.02442190260441306,SICONFI,0.0750990686106319,0.04609999517901562,0.02442190260441306,178376984,109342780.32886146,6.574624582689403,18.509998279394477,4.306039984113186,166.4720019974206,15,0.13306853126613002,0.06401052673205739,-6880251.740596811,1.9960279689919505,0.9601579009808608,0.6914999276852343,1,NA,0.04609999517901562,SICONFI
PA,Pará,15,2020,0,0,0,526796.06822,24196556.79552,1021755.39647,28868720.7765,27973503.3,920983.65521,NA,NA,NA,NA,0.02177153025002038,SICONFI,24196556.79552,920983.65521,0.0380625914254263,SICONFI,0.02177153025002038,0.04222730552551917,0.0380625914254263,215935604,128246960.08696675,17.288914458959926,18.669468338708633,4.517341500509864,173.9921108303797,15,0.0750990686106319,0.13306853126613002,7682565.042235831,1.1264860291594785,1.9960279689919505,0.6334095828827876,1,NA,0.04222730552551917,SICONFI
PA,Pará,15,2021,0,0,1,445306.84881,27009202.19632,498116.70217,32747156.66958,32501753.7093,611787.20401,NA,NA,NA,NA,0.01648722704111093,SICONFI,27009202.19632,611787.20401,0.02265106535036254,SICONFI,0.01648722704111093,0.01844248114214452,0.02265106535036254,262904979,144173973.36289346,12.41901817019777,18.786531276669763,10.061054893257904,191.49755261096232,15,0.02177153025002038,0.0750990686106319,19287384.30123218,0.3265729537503057,1.1264860291594785,0.27663721713216777,1,NA,0.01844248114214452,SICONFI
PA,Pará,15,2022,1,0,0,-257306.41273,34296177.56737,237100.5486,35058051.87985,34870125.984050006,744024.61599,NA,NA,NA,NA,-0.00750248077135004,SICONFI,34296177.56737,744024.61599,0.0216940973823823,SICONFI,-0.00750248077135004,0.00691332286620715,0.0216940973823823,236141874,118500621.61018433,-17.80720275225264,18.590428764181265,5.784841959607778,202.57538338602325,15,0.01648722704111093,0.02177153025002038,-10602140.06773002,0.24730840561666395,0.3265729537503057,0.10369984299310725,1,NA,0.00691332286620715,SICONFI
PA,Pará,15,2023,0,1,0,1644663.92203,36266172.14121,-2796719.6843600003,40340723.22921,42745179.59845,754208.9734199999,NA,NA,NA,NA,0.04534980740802073,SICONFI,36266172.14121,754208.9734199999,0.02079648688820336,SICONFI,0.04534980740802073,-0.07711648401905725,0.02079648688820336,NA,NA,NA,NA,4.621113930566767,211.93662264757376,15,-0.00750248077135004,0.01648722704111093,NA,-0.1125372115702506,0.24730840561666395,-1.1567472602858588,1,NA,-0.07711648401905725,SICONFI
PA,Pará,15,2024,0,0,0,2952732.84632,41204940.04811,-1890220.39149,45450959.06729,47107622.99876,1321709.4641,NA,NA,NA,NA,0.07165968068082255,SICONFI,41204940.04811,1321709.4641,0.0320764806976251,SICONFI,0.07165968068082255,-0.04587363527972664,0.0320764806976251,NA,NA,NA,NA,4.831295791859613,222.17590777895543,15,0.04534980740802073,-0.00750248077135004,NA,0.6802471111203109,-0.1125372115702506,-0.6881045291958996,1,NA,-0.04587363527972664,SICONFI
PB,Paraíba,25,2002,1,0,0,NA,NA,NA,NA,NA,NA,2769785,1944563,1.42,144055.60343000002,1.42,SISTN,1944563,144055.60343000002,0.07408122206891729,STN-Servico,NA,NA,NA,12747021,21489767.51089436,NA,16.883087450081547,12.530337079575029,63.824270157497885,13,NA,NA,1786242.750170424,NA,NA,0.14529698386218487,0,0.011176691066321914,0.011176691066321914,FINBRA
PB,Paraíba,25,2003,0,1,0,NA,NA,NA,NA,NA,NA,2618406,2234882,1.17,139775.36793,1.17,SISTN,2234882,139775.36793,0.06254261653635405,STN-Servico,NA,NA,NA,14737920,21659132.150515873,0.7881175984600697,16.89093773181456,9.299949329235147,69.75989494189933,13,1.42,NA,228080.48460878053,18.46,NA,0.4960271485161191,0,0.038155934501239934,0.038155934501239934,FINBRA
PB,Paraíba,25,2004,0,0,0,NA,NA,NA,NA,NA,NA,2513817,2335662,1.08,128115.1557,1.08,SISTN,2335662,128115.1557,0.05485175325025624,STN-Servico,NA,NA,NA,15757832,21724623.958640285,0.30237503363148566,16.893956919812428,7.600644138060453,75.06209630751793,13,1.17,1.42,-1451817.039951669,15.21,18.46,-0.00907074743691655,0,-6.977498028397346e-4,-6.977498028397346e-4,FINBRA
PB,Paraíba,25,2005,0,0,1,NA,NA,NA,NA,NA,NA,2584626,2912034,0.89,135003.21498,0.89,SISTN,2912034,135003.21498,0.04636045285872348,STN-Servico,NA,NA,NA,17557226,22649319.325610895,4.256439000882417,16.93564035759234,5.68973334585865,79.3329294312273,13,1.08,1.17,-2310516.6655154177,14.04,15.21,1.2039585626575784,0,0.09261219712750603,0.09261219712750603,FINBRA
PB,Paraíba,25,2006,1,0,0,NA,NA,NA,NA,NA,NA,2463929,3254483,0.76,185439.6569,0.76,SISTN,3254483,185439.6569,0.0569797589663243,STN-Servico,NA,NA,NA,20838016,25802143.43932495,13.920171588331009,17.065968125484577,3.141774968304434,81.82539154972024,13,0.89,1.08,-984718.266133497,11.57,14.04,1.1506286288113978,0,0.08850989452395368,0.08850989452395368,FINBRA
PB,Paraíba,25,2007,0,1,0,NA,NA,NA,NA,NA,NA,2201350,3668685,0.6,158275.06559,0.6,SISTN,3668685,158275.06559,0.04314217917046571,STN-Servico,NA,NA,NA,22909811,27370821.939706422,6.079644135264584,17.12498811124576,4.457330433237816,85.47261962938191,13,0.76,0.89,-1269216.0971750512,9.88,11.57,1.2223903907421905,0,0.09403003005709157,0.09403003005709157,FINBRA
PB,Paraíba,25,2008,0,0,0,NA,NA,NA,NA,NA,NA,2115180,4391207,0.48,104412.71865,0.48,SISTN,4391207,104412.71865,0.02377768086314309,STN-Servico,NA,NA,NA,26889573,30399359.089354075,11.064838156190705,17.22993208356717,5.902313417525495,90.51748152607746,13,0.6,0.76,-92678.60867310374,7.8,9.88,1.3406796379400967,0,0.10312920291846897,0.10312920291846897,FINBRA
PB,Paraíba,25,2009,0,0,1,NA,NA,NA,NA,NA,NA,1585380,4637840,0.34,100736.97537,0.34,SISTN,4637840,100736.97537,0.02172066638133269,STN-Servico,NA,NA,NA,30230406,32583540.277726717,7.184958018202248,17.29931781937605,4.312028329689999,94.42062097280385,13,0.48,0.6,280699.0371711203,6.24,7.8,0.7439817847424652,0,0.057229368057112706,0.057229368057112706,FINBRA
PB,Paraíba,25,2010,1,0,0,NA,NA,NA,NA,NA,NA,1809843,5067418,0.36,109475.29158,0.36,SISTN,5067418,109475.29158,0.02160376183294924,STN-Servico,NA,NA,NA,33522492,34398522.84722134,5.570243607737413,17.353524180933906,5.909068347266233,100,13,0.34,0.48,367020.41718129185,4.42,6.24,-0.49516744308245586,0,-0.03808980331403507,-0.03808980331403507,FINBRA
PB,Paraíba,25,2011,0,1,0,NA,NA,NA,NA,NA,NA,1492822,5992568,0.25,106236.49217,0.25,SISTN,5992568,106236.49217,0.01772804116198598,STN-Servico,NA,NA,NA,37109137,35709109.9737472,3.810009901723821,17.390916395534106,6.503109040628852,106.50310904062886,13,0.36,0.34,69227.95132166939,4.68,4.42,1.1002780441990814,0,0.08463677263069856,0.08463677263069856,FINBRA
PB,Paraíba,25,2012,0,0,0,NA,NA,NA,NA,NA,NA,1651102,6286656,0.26,115007.88591,0.26,SISTN,6286656,115007.88591,0.01829396835296857,STN-Servico,NA,NA,NA,42488349,38789345.128804326,8.625908507161517,17.473656156798885,5.838568997639149,112.7213665465968,13,0.25,0.36,1695834.1509754478,3.25,4.68,-0.19486416163218845,0,-0.014989550894783727,-0.014989550894783727,FINBRA
PB,Paraíba,25,2013,0,0,1,NA,NA,NA,NA,NA,NA,1888630,7073292,0.27,102571.89046,0.27,SISTN,7073292,102571.89046,0.01450129451180581,STN-Servico,NA,NA,NA,46377299,39866331.49299199,2.7765005070629956,17.50104270341093,5.910818080013791,119.38412146047168,13,0.26,0.25,1507718.9571118536,3.38,3.25,0.12384227864479608,0,0.009526329126522775,0.009526329126522775,FINBRA
PB,Paraíba,25,2014,1,0,0,NA,NA,NA,NA,NA,NA,2736794,7399789,0.37,118286.62469,0.37,SISTN,7399789,118286.62469,0.01598513480451942,STN-Servico,NA,NA,NA,52936483,42796023.75346316,7.348788189819189,17.57195575327981,6.407616596391952,127.0337982406296,13,0.27,0.26,3377655.475744058,3.51,3.38,-0.7068737062962197,0,-0.05437490048432459,-0.05437490048432459,FINBRA
PB,Paraíba,25,2015,0,1,0,3297120.09739,7973372.46512,-296850.30805,NA,8792355.443790002,167365.8869,NA,NA,NA,NA,0.41351637739406394,SICONFI,7973372.46512,167365.8869,0.02099060186039874,SICONFI,0.41351637739406394,-0.03723020708597142,0.02099060186039874,56141890,41628307.54286526,-2.728562394779488,17.54429096359732,10.673497995621716,140.59274814960534,13,0.37,0.27,1357270.5688085684,4.81,3.51,-0.48399269211762846,1,NA,-0.03723020708597142,SICONFI
PB,Paraíba,25,2016,0,0,0,2675553.49237,8845649.34167,321821.02567,NA,8960114.93977,172363.26643000002,NA,NA,NA,NA,0.302471123263504,SICONFI,8845649.34167,172363.26643000002,0.01948565444687398,SICONFI,0.302471123263504,0.03638184300998329,0.01948565444687398,59104781,40302946.98896707,-3.1837963927153212,17.511935150520415,6.288055054224495,149.4332975554997,13,0.41351637739406394,0.37,-645706.9613942017,5.375712906122831,4.81,0.47296395912978273,1,NA,0.03638184300998329,SICONFI
PB,Paraíba,25,2017,0,0,1,2641293.1352,9130510.75783,240009.57088999997,NA,9266936.428280002,138299.8964,NA,NA,NA,NA,0.2892820790923357,SICONFI,9130510.75783,138299.8964,0.0151470054707946,SICONFI,0.2892820790923357,0.02628654379320197,0.0151470054707946,62396776,41130250.077419706,2.0527111545443733,17.532254420358793,2.9473499083459087,153.83761971404,13,0.302471123263504,0.41351637739406394,-366577.16036957136,3.932124602425552,5.375712906122831,0.3417250693116256,1,NA,0.02628654379320197,SICONFI
PB,Paraíba,25,2018,1,0,0,3115454.03435,9593439.615370002,236105.03127,10536233.15003,10001430.23967,137564.84512,NA,NA,NA,NA,0.324748386320024,SICONFI,9593439.615370002,137564.84512,0.01433947057941578,SICONFI,0.324748386320024,0.02461109265666586,0.01433947057941578,64373595,40933244.180146866,-0.4789805481416054,17.527453106997392,3.7454821218273926,159.59958025707417,13,0.2892820790923357,0.302471123263504,-1021463.6177363504,3.760667028200365,3.932124602425552,0.3199442045366562,1,NA,0.02461109265666586,SICONFI
PB,Paraíba,25,2019,0,1,0,2382452.799,10245829.09349,744794.60299,10551804.41431,9646217.72451,142351.48178,NA,NA,NA,NA,0.23252903959853907,SICONFI,10245829.09349,142351.48178,0.01389360299504188,SICONFI,0.23252903959853907,0.07269246794905333,0.01389360299504188,67986074,41674582.60648537,1.8110913053357656,17.545401971109715,4.306039984113186,166.4720019974206,13,0.324748386320024,0.2892820790923357,-683198.2140965249,4.2217290221603125,3.760667028200365,0.9450020833376933,1,NA,0.07269246794905333,SICONFI
PB,Paraíba,25,2020,0,0,0,1233663.6465,11287852.74844,1452771.96184,11656726.67295,10023665.30069,59947.88585,NA,NA,NA,NA,0.10929125972789594,SICONFI,11287852.74844,59947.88585,0.00531083166887386,SICONFI,0.10929125972789594,0.1287022425093892,0.00531083166887386,70292034,41747352.04311055,0.17461347438632036,17.54714658313263,4.517341500509864,173.9921108303797,13,0.23252903959853907,0.324748386320024,-983964.816536205,3.022877514781008,4.2217290221603125,1.6731291526220595,1,NA,0.1287022425093892,SICONFI
PB,Paraíba,25,2021,0,0,1,-400261.75907,13037174.79371,1926090.63135,13349186.24497,11281870.28708,122315.7691,NA,NA,NA,NA,-0.03070157188220816,SICONFI,13037174.79371,122315.7691,0.00938207633443813,SICONFI,-0.03070157188220816,0.14773834529542965,0.00938207633443813,77470331,42483810.997008696,1.764085427831774,17.56463364360962,10.061054893257904,191.49755261096232,13,0.10929125972789594,0.23252903959853907,-609943.4896895826,1.4207863764626472,3.022877514781008,1.9205984888405854,1,NA,0.14773834529542965,SICONFI
PB,Paraíba,25,2022,1,0,0,-974981.25199,15758982.57721,835206.1006499999,15764201.19993,14299495.37906,140628.91678,NA,NA,NA,NA,-0.06186828668749074,SICONFI,15758982.57721,140628.91678,0.00892373070983477,SICONFI,-0.06186828668749074,0.05299873240914937,0.00892373070983477,86094173,43203743.76936954,1.694604969435387,17.581437710787462,5.784841959607778,202.57538338602325,13,-0.03070157188220816,0.10929125972789594,-249948.85582204012,-0.3991204344687061,1.4207863764626472,0.6889835213189418,1,NA,0.05299873240914937,SICONFI
PB,Paraíba,25,2023,0,1,0,-195385.65548,16773627.77896,284516.31088,17612756.1382,16917349.614469998,148520.73409,NA,NA,NA,NA,-0.01164838388300722,SICONFI,16773627.77896,148520.73409,0.00885441933296606,SICONFI,-0.01164838388300722,0.01696212141042518,0.00885441933296606,NA,NA,NA,NA,4.621113930566767,211.93662264757376,13,-0.06186828668749074,-0.03070157188220816,NA,-0.8042877269373796,-0.3991204344687061,0.22050757833552734,1,NA,0.01696212141042518,SICONFI
PB,Paraíba,25,2024,0,0,0,-448693.34172,18928080.5274,23103.2374,19875962.27652,19384291.07199,152592.99206,NA,NA,NA,NA,-0.02370516868155112,SICONFI,18928080.5274,152592.99206,0.00806172563768992,SICONFI,-0.02370516868155112,0.00122058004595638,0.00806172563768992,NA,NA,NA,NA,4.831295791859613,222.17590777895543,13,-0.01164838388300722,-0.06186828668749074,NA,-0.15142899047909386,-0.8042877269373796,0.01586754059743294,1,NA,0.00122058004595638,SICONFI
PE,Pernambuco,26,2002,1,0,0,NA,NA,NA,NA,NA,NA,5495023,4383769,1.25,262773.73153,1.25,SISTN,4383769,262773.73153,0.05994242204139862,STN-Servico,NA,NA,NA,36056032,60785633.368405655,NA,17.922864025731936,12.530337079575029,63.824270157497885,12,NA,NA,7360663.545817357,NA,NA,-0.518223829430795,0,-0.043185319119232915,-0.043185319119232915,FINBRA
PE,Pernambuco,26,2003,0,1,0,NA,NA,NA,NA,NA,NA,5429048,4629449,1.17,283214.00552999997,1.17,SISTN,4629449,283214.00552999997,0.06117661206117617,STN-Servico,NA,NA,NA,38815845,57044516.21320653,-6.154607508200504,17.8593425071844,9.299949329235147,69.75989494189933,12,1.25,NA,-1442723.4678806562,15,NA,0.4885475435629586,0,0.04071229529691322,0.04071229529691322,FINBRA
PE,Pernambuco,26,2004,0,0,0,NA,NA,NA,NA,NA,NA,5495263,5295561,1.04,263792.52008,1.04,SISTN,5295561,263792.52008,0.04981389508684726,STN-Servico,NA,NA,NA,44982684,62015630.992280215,8.714448134670683,17.942897024012993,7.600644138060453,75.06209630751793,12,1.17,1.25,-1607485.1827640291,14.04,15,0.9206243557198165,0,0.07671869630998471,0.07671869630998471,FINBRA
PE,Pernambuco,26,2005,0,0,1,NA,NA,NA,NA,NA,NA,5230444,6281379,0.83,278368.1618,0.83,SISTN,6281379,278368.1618,0.04431640915155732,STN-Servico,NA,NA,NA,50240325,64811443.6726777,4.508238706376333,17.98699274561758,5.68973334585865,79.3329294312273,12,1.04,1.17,-4080335.032561142,12.48,14.04,1.2481338895105685,0,0.10401115745921405,0.10401115745921405,FINBRA
PE,Pernambuco,26,2006,1,0,0,NA,NA,NA,NA,NA,NA,4920433,7388664,0.67,279901.21233,0.67,SISTN,7388664,279901.21233,0.0378825200780547,STN-Servico,NA,NA,NA,55485293,68703253.1676227,6.004818399972867,18.045307109311953,3.141774968304434,81.82539154972024,12,0.83,1.04,-5633078.65300001,9.96,12.48,0.9414401725453962,0,0.07845334771211636,0.07845334771211636,FINBRA
PE,Pernambuco,26,2007,0,1,0,NA,NA,NA,NA,NA,NA,4404193,8301076,0.53,268050.11638,0.53,SISTN,8301076,268050.11638,0.03229100858491116,STN-Servico,NA,NA,NA,62459325,74621438.95684053,8.614127448635656,18.12793840936713,4.457330433237816,85.47261962938191,12,0.67,0.83,-5337637.762981432,8.040000000000001,9.96,1.1390353950258982,0,0.09491961625215818,0.09491961625215818,FINBRA
PE,Pernambuco,26,2008,0,0,0,NA,NA,NA,NA,NA,NA,4249424,10010231,0.42,257335.22992,0.42,SISTN,10010231,257335.22992,0.0257072219332401,STN-Servico,NA,NA,NA,70413939,79604782.73704359,6.678166288223575,18.192584733645827,5.902313417525495,90.51748152607746,12,0.53,0.67,-6101201.077889128,6.36,8.040000000000001,0.8893881461516719,0,0.07411567884597266,0.07411567884597266,FINBRA
PE,Pernambuco,26,2009,0,0,1,NA,NA,NA,NA,NA,NA,4589102,10631854,0.43,250591.71413,0.43,SISTN,10631854,250591.71413,0.0235698979811047,STN-Servico,NA,NA,NA,79760958,85969549.5847151,7.99545784666742,18.26950371692223,4.312028329689999,94.42062097280385,12,0.42,0.53,-5500097.555706173,5.04,6.36,-0.16052040646532753,0,-0.013376700538777294,-0.013376700538777294,FINBRA
PE,Pernambuco,26,2010,1,0,0,NA,NA,NA,NA,NA,NA,4760385,12441687,0.38,275078.92355,0.38,SISTN,12441687,275078.92355,0.02210945537771526,STN-Servico,NA,NA,NA,97189760,99729583.94250518,16.005707165222294,18.417972920530435,5.909068347266233,100,12,0.43,0.42,2647935.222530109,5.16,5.04,0.3419827157169269,0,0.02849855964307724,0.02849855964307724,FINBRA
PE,Pernambuco,26,2011,0,1,0,NA,NA,NA,NA,NA,NA,5676720,14549104,0.39,311755.16986,0.39,SISTN,14549104,311755.16986,0.02142779169493874,STN-Servico,NA,NA,NA,110161559,106005462.35312454,6.292895410290145,18.47900118238188,6.503109040628852,106.50310904062886,12,0.38,0.43,3686892.751400126,4.5600000000000005,5.16,-0.19883360789502752,0,-0.016569467324585627,-0.016569467324585627,FINBRA
PE,Pernambuco,26,2012,0,0,0,NA,NA,NA,NA,NA,NA,7143209,15612666,0.46,368040.80067,0.46,SISTN,15612666,368040.80067,0.02357321937649854,STN-Servico,NA,NA,NA,127989043,116846412.6867433,10.226784632574384,18.57637091832164,5.838568997639149,112.7213665465968,12,0.39,0.38,9862942.500718355,4.68,4.5600000000000005,-0.8454008358674909,0,-0.07045006965562424,-0.07045006965562424,FINBRA
PE,Pernambuco,26,2013,0,0,1,NA,NA,NA,NA,NA,NA,9061039,17173973,0.53,462283.71876,0.53,SISTN,17173973,462283.71876,0.02691769218223413,STN-Servico,NA,NA,NA,141150252,121333990.0745698,3.8405778017827297,18.614057549620753,5.910818080013791,119.38412146047168,12,0.46,0.39,10417710.273823468,5.5200000000000005,4.68,-0.9420112674475515,0,-0.07850093895396262,-0.07850093895396262,FINBRA
PE,Pernambuco,26,2014,1,0,0,NA,NA,NA,NA,NA,NA,10702243,18475020,0.58,539373.60245,0.58,SISTN,18475020,539373.60245,0.02919475066603446,STN-Servico,NA,NA,NA,155142648,125423678.95848262,3.3706044624423503,18.64720799575756,6.407616596391952,127.0337982406296,12,0.53,0.46,11368121.75971726,6.36,5.5200000000000005,-1.1319399652178972,0,-0.09432833043482476,-0.09432833043482476,FINBRA
PE,Pernambuco,26,2015,0,1,0,12215360.98153,19648437.02339,319444.9131,NA,26770780.0153,633047.57904,NA,NA,NA,NA,0.621696319508189,SICONFI,19648437.02339,633047.57904,0.03221872448614635,SICONFI,0.621696319508189,0.01625803175691403,0.03221872448614635,156963668,116386032.68540116,-7.205693811670977,18.572423091950068,10.673497995621716,140.59274814960534,12,0.58,0.53,-58005.55029606912,6.959999999999999,6.36,0.19509638108296837,1,NA,0.01625803175691403,SICONFI
PE,Pernambuco,26,2016,0,0,0,12654082.89284,20853041.08871,777413.14891,NA,28763739.10163,519535.96611,NA,NA,NA,NA,0.6068219421334675,SICONFI,20853041.08871,519535.96611,0.02491415827072248,SICONFI,0.6068219421334675,0.03728056476764425,0.02491415827072248,167345031,114110868.85272534,-1.9548426732834412,18.552681067550004,6.288055054224495,149.4332975554997,12,0.621696319508189,0.58,-4127271.132028731,7.4603558340982685,6.959999999999999,0.447366777211731,1,NA,0.03728056476764425,SICONFI
PE,Pernambuco,26,2017,0,0,1,13176450.95983,21512144.30043,-292214.94519,NA,31952749.87872,525310.4421399999,NA,NA,NA,NA,0.6125122059341439,SICONFI,21512144.30043,525310.4421399999,0.02441925057789332,SICONFI,0.6125122059341439,-0.01358372001921533,0.02441925057789332,181609501,119712021.5404303,4.908518131549733,18.600599596065425,2.9473499083459087,153.83761971404,12,0.6068219421334675,0.621696319508189,118322.0767851366,7.28186330560161,7.4603558340982685,-0.16300464023058395,1,NA,-0.01358372001921533,SICONFI
PE,Pernambuco,26,2018,1,0,0,14133950.27971,23131949.69205,852945.23099,29017574.22855,28405813.22525,625777.5350800001,NA,NA,NA,NA,0.611014223525117,SICONFI,23131949.69205,625777.5350800001,0.02705252014684554,SICONFI,0.611014223525117,0.03687303674549926,0.02705252014684554,186351975,118495648.66041152,-1.0160824822492698,18.590386797699953,3.7454821218273926,159.59958025707417,12,0.6125122059341439,0.6068219421334675,-2129632.318348004,7.350146471209727,7.28186330560161,0.4424764409459911,1,NA,0.03687303674549926,SICONFI
