uf,nome,id_ente,year,eleicao_estadual,pre_eleicao,pos_eleicao,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida,dcl_sobre_rcl,primario_sobre_rcl,encargos_sobre_rcl,pib_nominal_mil,pib_real_mil_2010,pib_real_mil_lag1,crescimento_pib_pct,ln_pib_real,ipca_aa,deflator_2010,deflator_medio_2010
SC,Santa Catarina,42,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54481893,91849163.35537715,NA,NA,18.335658260769303,12.530337079575029,63.824270157497885,59.31670034837661
SC,Santa Catarina,42,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64098475,94200358.03366674,91849163.35537715,2.559843326163458,18.360934540321395,9.299949329235147,69.75989494189933,68.04483160997277
SC,Santa Catarina,42,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73618966,101495202.67597246,94200358.03366674,7.743967002438112,18.43552209105299,7.600644138060453,75.06209630751793,72.534429272516
SC,Santa Catarina,42,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,81549244,105200836.85874741,101495202.67597246,3.651043679971089,18.4713818131673,5.68973334585865,79.3329294312273,77.51767612789594
SC,Santa Catarina,42,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,91063449,112757000.14711824,105200836.85874741,7.182607585637801,18.54074561998186,3.141774968304434,81.82539154972024,80.7607943464141
SC,Santa Catarina,42,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,103728092,123926082.85932548,112757000.14711824,9.905445070048447,18.635195839854326,4.457330433237816,85.47261962938191,83.70158210983462
SC,Santa Catarina,42,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,121477258,137333188.1146685,123926082.85932548,10.81863070792133,18.737920561227668,5.902313417525495,90.51748152607746,88.45440761090515
SC,Santa Catarina,42,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,129098535,139147562.72105682,137333188.1146685,1.321147955054669,18.751045530303486,4.312028329689999,94.42062097280385,92.77815038614678
SC,Santa Catarina,42,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,153726007,157743271.71147084,139147562.72105682,13.364020631602468,18.87647940688468,5.909068347266233,100,97.4532893429402
SC,Santa Catarina,42,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,174068322,167501196.62560838,157743271.71147084,6.185953168250391,18.93650105323736,6.503109040628852,106.50310904062886,103.92064385609744
SC,Santa Catarina,42,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,191794652,175097153.11100745,167501196.62560838,4.534866997026432,18.980851538477463,5.838568997639149,112.7213665465968,109.53613385044972
SC,Santa Catarina,42,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,214512242,184396597.75954005,175097153.11100745,5.31101990141265,19.032599418588685,5.910818080013791,119.38412146047168,116.33199560424204
SC,Santa Catarina,42,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,242553371,196090092.09770438,184396597.75954005,6.341491372532304,19.09408476514617,6.407616596391952,127.0337982406296,123.69486311381031
SC,Santa Catarina,42,2015,0,1,0,10295408.62944,19409870.96123,-330031.93082,NA,20721525.89878,957286.00278,0.5304212815223983,-0.01700330370455415,0.049319544920835325,249079642,184688544.32657644,196090092.09770438,-5.814443580069806,19.034181420108848,10.673497995621716,140.59274814960534,134.8646949967637
SC,Santa Catarina,42,2016,0,0,0,10288202.50678,20488858.89236,-769575.8044,NA,22344928.26736,671254.32744,0.502136432332809,-0.037560696202899015,0.03276191860984025,256754669,175078388.56346986,184688544.32657644,-5.2034390103337325,18.98074436624341,6.288055054224495,149.4332975554997,146.65126353211818
SC,Santa Catarina,42,2017,0,0,1,10797795.56047,21132256.29612,-1132508.79776,NA,23601269.36365,770880.71264,0.5109627391019546,-0.05359147560442635,0.036478864435386296,277270237,182768965.28813332,175078388.56346986,4.392647652154658,19.023733428436127,2.9473499083459087,153.83761971404,151.70531636095134
SC,Santa Catarina,42,2018,1,0,0,21166285.852220003,22773760.28874,276032.94415,23346557.52694,22869580.89861,982947.01287,0.9294155020453614,0.012120657311321512,0.043161383996651495,298227090,189633689.03204235,182768965.28813332,3.7559569990927466,19.06060481676928,3.7454821218273926,159.59958025707417,157.26482542329737
SC,Santa Catarina,42,2019,0,1,0,20146899.4025,25092129.46015,1989076.92044,25649956.7742,23360419.27521,2696141.7058,0.8029170834024368,0.07927094922728449,0.10744969692914548,323263857,198156556.47710404,189633689.03204235,4.494384667917095,19.104567965507023,4.306039984113186,166.4720019974206,163.13558468470433
SC,Santa Catarina,42,2020,0,0,0,19022083.88279,26861365.17205,2679979.7998200003,27931259.50233,24495381.76766,2509715.63062,0.7081577485340548,0.09977079655685535,0.09343216975552043,349275016,207438968.87113938,198156556.47710404,4.684383176141771,19.150347728449294,4.517341500509864,173.9921108303797,168.37483231849694
SC,Santa Catarina,42,2021,0,0,1,16480920.704790002,31050771.46109,3645329.17318,32028698.95725,28195206.12501,2517659.04301,0.5307733086581244,0.11739898887046961,0.08108201260522307,428570889,235023194.19670472,207438968.87113938,13.297513710020702,19.27519476594742,10.061054893257904,191.49755261096232,182.35259309823857
SC,Santa Catarina,42,2022,1,0,0,16236773.95014,38260230.91983999,864025.78796,38862778.659669995,37201014.64515,3249964.0562600004,0.42437731189229067,0.022582869135584754,0.0849436602478716,466274103,233985485.5485356,235023194.19670472,-0.4415345692649453,19.270769643827826,5.784841959607778,202.57538338602325,199.27479771102333
SC,Santa Catarina,42,2023,0,1,0,13660618.69301,41178425.49053,2920693.48348,44007135.46107,40117859.3118,3126646.9609899996,0.3317421326891578,0.07092776007552028,0.07592924993475163,NA,NA,233985485.5485356,NA,NA,4.621113930566767,211.93662264757376,208.42854514019308
SC,Santa Catarina,42,2024,0,0,0,13184663.13739,46590341.82032,2519505.07418,49462409.83764,45683046.34141,2921001.9701199997,0.28299133730844656,0.054077840508161674,0.06269543978417493,NA,NA,NA,NA,NA,4.831295791859613,222.17590777895543,217.53149085344668
SE,Sergipe,28,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10332494,17419198.875385158,NA,NA,16.673083539547253,12.530337079575029,63.824270157497885,59.31670034837661
SE,Sergipe,28,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11749574,17267401.097187754,17419198.875385158,-0.8714394920417812,16.664330952243194,9.299949329235147,69.75989494189933,68.04483160997277
SE,Sergipe,28,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13336258,18386107.30622132,17267401.097187754,6.478717919025834,16.727105899689324,7.600644138060453,75.06209630751793,72.534429272516
SE,Sergipe,28,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14430118,18615261.345285732,18386107.30622132,1.2463434224974312,16.73949230469004,5.68973334585865,79.3329294312273,77.51767612789594
SE,Sergipe,28,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16419798,20331397.34803644,18615261.345285732,9.218973459028623,16.82767691654484,3.141774968304434,81.82539154972024,80.7607943464141
SE,Sergipe,28,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18218450,21765956.55753967,20331397.34803644,7.055881034373557,16.89585768134989,4.457330433237816,85.47261962938191,83.70158210983462
SE,Sergipe,28,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21418378,24214031.362027258,21765956.55753967,11.247264957163484,17.002442831451233,5.902313417525495,90.51748152607746,88.45440761090515
