uf,nome,id_ente,year,eleicao_estadual,pre_eleicao,pos_eleicao,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida,dcl_sobre_rcl,primario_sobre_rcl,encargos_sobre_rcl,dcl_hist,rcl_hist,dcl_sobre_rcl_hist,dcl_sobre_rcl_ext,fonte_dcl_rcl,pib_nominal_mil,pib_real_mil,crescimento_pib_pct,ln_pib_real,ipca_aa,deflator_2010,teto,d_lag1,d_lag2,yvar,d_lag1_teto,d_lag2_teto,primario_teto
RO,Rondônia,11,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716595,3236548,0.53,0.53,SISTN,19725010,21260404.435638815,8.794765007813554,16.872356954010343,4.312028329689999,94.42062097280385,15,0.5,0.64,-423791.63934911485,7.5,9.6,NA
RO,Rondônia,11,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010026,3715154,0.54,0.54,SISTN,23907887,24532662.94159414,15.391327647888197,17.0155159689074,5.909068347266233,100,15,0.53,0.5,1583564.780985983,7.95,7.5,NA
RO,Rondônia,11,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222441,4480602,0.5,0.5,SISTN,27574714,26534394.877483316,8.159456397598497,17.093952369291557,6.503109040628852,106.50310904062886,15,0.54,0.53,2423619.163088556,8.100000000000001,7.95,NA
RO,Rondônia,11,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2155481,4789361,0.45,0.45,SISTN,30112720,27491129.129236076,3.605638101679975,17.12937393347892,5.838568997639149,112.7213665465968,15,0.5,0.54,2347289.28512117,7.5,8.100000000000001,NA
RO,Rondônia,11,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3021794,4838655,0.62,0.62,SISTN,31121413,26752238.57233062,-2.6877417563750283,17.10212871275184,5.910818080013791,119.38412146047168,15,0.45,0.5,705100.7231639931,6.75,7.5,NA
RO,Rondônia,11,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3410356,5489267,0.62,0.62,SISTN,34030982,27512041.440790035,2.8401468774477356,17.130134337373637,6.407616596391952,127.0337982406296,15,0.62,0.45,669051.518990851,9.3,6.75,NA
RO,Rondônia,11,2015,0,1,0,3722889.1635,5825194.56613,23781.85304,NA,5552665.42158,43903.39622,0.6391012559728664,0.0040825851857854,0.00753681198483426,NA,NA,NA,0.6391012559728664,SICONFI,36563333,27111122.744820207,-1.4572480811090085,17.115454635033384,10.673497995621716,140.59274814960534,15,0.62,0.62,-449644.51667327015,9.3,9.3,0.061238777786780996
RO,Rondônia,11,2016,0,0,0,3254708.5671300003,6502106.33005,392568.94206,NA,5961406.46238,39755.3565,0.500562187377359,0.06037565707680163,0.00611422737217745,NA,NA,NA,0.500562187377359,SICONFI,39460359,26907616.102030903,-0.7506389340817154,17.107919930968883,6.288055054224495,149.4332975554997,15,0.6391012559728664,0.62,-1328915.480889398,9.586518839592996,9.3,0.9056348561520244
RO,Rondônia,11,2017,0,0,1,3151591.05427,6500433.453020001,-117969.24346,NA,6525224.37856,46744.98194,0.4848278314126606,-0.01814790418401919,0.00719105614692248,NA,NA,NA,0.4848278314126606,SICONFI,43516147,28684655.253915,6.604223670895815,17.171872877605814,2.9473499083459087,153.83761971404,15,0.500562187377359,0.6391012559728664,-217192.90166872524,7.508432810660385,9.586518839592996,-0.2722185627602879
RO,Rondônia,11,2018,1,0,0,3261653.35535,6943539.791,205730.50787,7192769.600810001,6655693.59071,104592.88161,0.46973927615099914,0.02962905291284734,0.01506333725423018,NA,NA,NA,0.46973927615099914,SICONFI,44913978,28559455.60560575,-0.4364690710102259,17.167498633825616,3.7454821218273926,159.59958025707417,15,0.4848278314126606,0.500562187377359,-1015537.4885731781,7.272417471189909,7.508432810660385,0.4444357936927101
RO,Rondônia,11,2019,0,1,0,2161693.65931,7743045.29948,1004727.66315,7803449.674020001,6540095.2484099995,245778.22267,0.2791787437244069,0.1297587220905804,0.03174180353645945,NA,NA,NA,0.2791787437244069,SICONFI,47091336,28866378.902564052,1.0746818888874632,17.178188116081518,4.306039984113186,166.4720019974206,15,0.46973927615099914,0.4848278314126606,-1405691.681820347,7.046089142264987,7.272417471189909,1.9463808313587059
RO,Rondônia,11,2020,0,0,0,1781041.36098,8723780.512,1628637.21207,8790726.6578,6844153.70043,1017171.99442,0.20415935024157103,0.18668938424456316,0.11659761419041076,NA,NA,NA,0.20415935024157103,SICONFI,51598741,30645162.515972752,6.162129373458414,17.237985378068615,4.517341500509864,173.9921108303797,15,0.2791787437244069,0.46973927615099914,-353866.92102014023,4.187681155866104,7.046089142264987,2.8003407636684474
RO,Rondônia,11,2021,0,0,1,-510393.98468,10018331.56262,1825411.58147,10180051.43676,7734451.942720001,209037.12837,-0.05094600647720242,0.18220714398003185,0.02086546318250745,NA,NA,NA,-0.05094600647720242,SICONFI,58170096,31899790.955351043,4.094050533177485,17.27811001460981,10.061054893257904,191.49755261096232,15,0.20415935024157103,0.2791787437244069,152029.40937208186,3.0623902536235654,4.187681155866104,2.7331071597004777
RO,Rondônia,11,2022,1,0,0,568748.06064,11599606.06292,-73521.94307,11660889.82375,10283666.53261,583437.484,0.04903167034767623,-0.00633831379024367,0.05029804295380784,NA,NA,NA,0.04903167034767623,SICONFI,66795454,33519268.250299703,5.076764600794359,17.32763100309822,5.784841959607778,202.57538338602325,15,-0.05094600647720242,0.20415935024157103,1012648.1141927448,-0.7641900971580363,3.0623902536235654,-0.09507470685365504
RO,Rondônia,11,2023,0,1,0,670219.9956,12547484.24981,901448.65618,13426403.87608,11669822.94031,452091.35092,0.05341469112504753,0.07184297969480616,0.03603043780882576,NA,NA,NA,0.05341469112504753,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,15,0.04903167034767623,-0.05094600647720242,NA,0.7354750552151434,-0.7641900971580363,1.0776446954220924
RO,Rondônia,11,2024,0,0,0,-190484.10629,14214733.17414,511881.94709,15621807.25004,13778533.3342,357793.81169,-0.01340047005852604,0.03601066167187968,0.02517063157688478,NA,NA,NA,-0.01340047005852604,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,15,0.05341469112504753,0.04903167034767623,NA,0.801220366875713,0.7354750552151434,0.5401599250781952
RR,Roraima,14,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,257377,732306,0.35,0.35,SISTN,2392033,4032646.768871502,NA,15.209933484815508,12.530337079575029,63.824270157497885,12,NA,NA,495543.0721409616,NA,NA,NA
RR,Roraima,14,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,289172,668297,0.43,0.43,SISTN,2594081,3812311.5872621345,-5.463785802172461,15.153746278942087,9.299949329235147,69.75989494189933,12,0.35,NA,-49853.75281397246,4.199999999999999,NA,NA
RR,Roraima,14,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32909,776946,0.04,0.04,SISTN,2822757,3891609.857981705,2.080057437711158,15.17433347522382,7.600644138060453,75.06209630751793,12,0.43,0.35,-300572.5561613779,5.16,4.199999999999999,NA
RR,Roraima,14,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,159669,1038551,0.15,0.15,SISTN,3193430,4119615.240698366,5.858896216151299,15.231270328784753,5.68973334585865,79.3329294312273,12,0.04,0.43,-411996.57142637245,0.48,5.16,NA
RR,Roraima,14,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,123991,1199870,0.1,0.1,SISTN,3802452,4708289.499592861,14.28954464190937,15.364835236464348,3.141774968304434,81.82539154972024,12,0.15,0.04,-173615.202059868,1.7999999999999998,0.48,NA
RR,Roraima,14,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164810,1314562,-0.13,-0.13,SISTN,4203302,5021771.266502892,6.658081813727423,15.429293271366683,4.457330433237816,85.47261962938191,12,0.1,0.15,-218621.0181415575,1.2000000000000002,1.7999999999999998,NA
RR,Roraima,14,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-204269,1596732,-0.13,-0.13,SISTN,4841862,5473850.462374323,9.00238525173318,15.515492850411729,5.902313417525495,90.51748152607746,12,-0.13,0.1,-128819.14862236791,-1.56,1.2000000000000002,NA
RR,Roraima,14,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,506160,1633114,0.31,0.31,SISTN,5671975,6113481.43543818,11.68521093991326,15.626006961911436,4.312028329689999,94.42062097280385,12,-0.13,-0.13,151335.91501334775,-1.56,-1.56,NA
RR,Roraima,14,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73668,1788506,0.04,0.04,SISTN,6639150,6812648.443950096,11.43647880337111,15.734291507653868,5.909068347266233,100,12,0.31,-0.13,501707.78279206646,3.7199999999999998,-1.56,NA
RR,Roraima,14,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-228747,2323210,-0.1,-0.1,SISTN,7303719,7028169.5041398285,3.163542959289556,15.765436846401784,6.503109040628852,106.50310904062886,12,0.04,0.31,385480.4635642593,0.48,3.7199999999999998,NA
RR,Roraima,14,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,466622,2380344,0.2,0.2,SISTN,7711467,7040112.4532371275,0.16992972480620594,15.767134701477833,5.838568997639149,112.7213665465968,12,-0.1,0.04,84070.70935246866,-1.2000000000000002,0.48,NA
RR,Roraima,14,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,901315,2403838,0.37,0.37,SISTN,9010725,7745697.9511072915,10.02236118466726,15.862648144119843,5.910818080013791,119.38412146047168,12,0.2,-0.1,492193.2901791408,2.4000000000000004,-1.2000000000000002,NA
RR,Roraima,14,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,513457,2785141,0.18,0.18,SISTN,9744122,7877547.82592268,1.7022336224270074,15.879527223800808,6.407616596391952,127.0337982406296,12,0.37,0.2,339123.4372802599,4.4399999999999995,2.4000000000000004,NA
RR,Roraima,14,2015,0,1,0,332350.18928,2824662.61535,312182.70841,NA,2852170.64165,94118.21307,0.1176601366385907,0.11052035266566444,0.03332016098437226,NA,NA,NA,0.1176601366385907,SICONFI,10242905,7594949.145323612,-3.587394032304314,15.842993998179669,10.673497995621716,140.59274814960534,12,0.18,0.37,-224120.31154202268,2.16,4.4399999999999995,1.3262442319879733
RR,Roraima,14,2016,0,0,0,1259858.98488,3376579.22211,776583.2277200001,NA,3161306.5192199997,125990.2684,0.37311696305846576,0.2299911172333516,0.03731299048901616,NA,NA,NA,0.37311696305846576,SICONFI,11013237,7509813.918233295,-1.120945321177513,15.831721245568268,6.288055054224495,149.4332975554997,12,0.1176601366385907,0.18,-597285.7115754694,1.4119216396630885,2.16,2.759893406800219
RR,Roraima,14,2017,0,0,1,1335442.84902,3199536.3288499997,93790.97572,NA,3419916.23918,99633.9506,0.4173863684492042,0.02931392741951176,0.03114012168000953,NA,NA,NA,0.4173863684492042,SICONFI,12104709,7979093.475669208,6.248883960979845,15.892335363432876,2.9473499083459087,153.83761971404,12,0.37311696305846576,0.1176601366385907,-432839.9928981522,4.477403556701589,1.4119216396630885,0.3517671290341411
RR,Roraima,14,2018,1,0,0,1182410.32582,3591370.87417,378070.11741,3422916.84435,2780028.92371,104120.49218,0.3292364858010567,0.10527181142141873,0.02899185181036565,NA,NA,NA,0.3292364858010567,SICONFI,13369988,8501575.583741026,6.548138703538586,15.955762067076046,3.7454821218273926,159.59958025707417,12,0.4173863684492042,0.37311696305846576,-235441.09338019008,5.008636421390451,4.477403556701589,1.2632617370570247
RR,Roraima,14,2019,0,1,0,1627286.62094,4200526.03883,1243553.36252,5050067.97187,3355323.3424899997,83590.64770999999,0.38740067455771776,0.29604705482706045,0.01990004274161886,NA,NA,NA,0.38740067455771776,SICONFI,14292227,8760949.996055672,3.0508981512872735,15.98581490407094,4.306039984113186,166.4720019974206,12,0.3292364858010567,0.4173863684492042,-320516.56346547225,3.9508378296126803,5.008636421390451,3.5525646579247256
RR,Roraima,14,2020,0,0,0,270118.03541,4335140.39881,729544.35759,4617899.8386,3378821.58665,142543.56443,0.0623089474758759,0.16828621231973492,0.03288095685877401,NA,NA,NA,0.0623089474758759,SICONFI,16024276,9517025.661940118,8.63006484713238,16.068592927482506,4.517341500509864,173.9921108303797,12,0.38740067455771776,0.3292364858010567,74979.65305596072,4.648808094692614,3.9508378296126803,2.019434547836819
RR,Roraima,14,2021,0,0,1,-165842.49362,5540254.19444,606252.2903,5565896.32306,4300549.80693,61008.62032,-0.02993409468223201,0.10942680047215396,0.01101188107600298,NA,NA,NA,-0.02993409468223201,SICONFI,18202579,9982078.505565176,4.886535564203287,16.116301893693766,10.061054893257904,191.49755261096232,12,0.0623089474758759,0.38740067455771776,169765.75287256346,0.7477073697105108,4.648808094692614,1.3131216056658475
RR,Roraima,14,2022,1,0,0,262536.66015,6383923.484560001,213152.66832,6793100.49888,6261331.090310001,43082.11406,0.04112465645695232,0.03338897604827592,0.00674853233504401,NA,NA,NA,0.04112465645695232,SICONFI,21095342,10586056.16079522,6.050620167867016,16.175048236581087,5.784841959607778,202.57538338602325,12,-0.02993409468223201,0.0623089474758759,399481.84583579376,-0.3592091361867841,0.7477073697105108,0.400667712579311
RR,Roraima,14,2023,0,1,0,366451.15582,6869054.52567,269063.90125,7394589.7215,6975561.815479999,30135.85674,0.05334812155742158,0.03917044190645084,0.00438719137071642,NA,NA,NA,0.05334812155742158,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,12,0.04112465645695232,-0.02993409468223201,NA,0.4934958774834278,-0.3592091361867841,0.4700453028774101
RR,Roraima,14,2024,0,0,0,776399.8262100001,7769605.34362,224862.16324,8398145.478810001,7935925.70492,117754.18733,0.0999278331231508,0.02894125934268273,0.01515574886010055,NA,NA,NA,0.0999278331231508,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,12,0.05334812155742158,0.04112465645695232,NA,0.640177458689059,0.4934958774834278,0.34729511211219277
RS,Rio Grande do Sul,43,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23496895,8414927,2.79,2.79,SISTN,98847211,166643138.30583006,NA,18.93136518758789,12.530337079575029,63.824270157497885,13,NA,NA,6521440.195881311,NA,NA,NA
RS,Rio Grande do Sul,43,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,27606812,9859597,2.8,2.8,SISTN,119325399,175362913.20987186,5.232603629943,18.982368174324712,9.299949329235147,69.75989494189933,13,2.79,NA,5989700.621559732,36.27,NA,NA
RS,Rio Grande do Sul,43,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30353246,10736730,2.83,2.83,SISTN,131192206,180868874.7065251,3.1397525257029546,19.0132828775548,7.600644138060453,75.06209630751793,13,2.8,2.79,2178933.237890771,36.4,36.27,NA
RS,Rio Grande do Sul,43,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31835491,12349352,2.58,2.58,SISTN,136362769,175911838.19160923,-2.7406796901672914,18.98549350813455,5.68973334585865,79.3329294312273,13,2.83,2.8,-12285157.967480494,36.79,36.4,NA
RS,Rio Grande do Sul,43,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33743927,13312373,2.53,2.53,SISTN,147622599,182789929.4387694,3.909964967604007,19.02384812486924,3.141774968304434,81.82539154972024,13,2.58,2.83,-15251347.961462284,33.54,36.79,NA
RS,Rio Grande do Sul,43,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35514404,13991364,2.54,2.54,SISTN,168009752,200724702.88498825,9.811685742909916,19.117444889824625,4.457330433237816,85.47261962938191,13,2.53,2.58,-7522131.467950471,32.89,33.54,NA
RS,Rio Grande do Sul,43,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39058534,16657785,2.34,2.34,SISTN,190229822,215059743.3615591,7.141642394052816,19.186426423591797,5.902313417525495,90.51748152607746,13,2.54,2.53,-3625459.3369155945,33.02,32.89,NA
RS,Rio Grande do Sul,43,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38170677,17387287,2.2,2.2,SISTN,204344940,220251146.5787012,2.4139353725603163,19.210279028572693,4.312028329689999,94.42062097280385,13,2.34,2.54,-8901550.224722788,30.419999999999998,33.02,NA
RS,Rio Grande do Sul,43,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43437027,20297847,2.14,2.14,SISTN,241249164,247553638.9039051,12.396072733018904,19.32713783933608,5.909068347266233,100,13,2.2,2.34,8144262.462903303,28.6,30.419999999999998,NA
RS,Rio Grande do Sul,43,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46874223,21927905,2.14,2.14,SISTN,265056416,255056556.77714324,3.0308251199452574,19.356995869813563,6.503109040628852,106.50310904062886,13,2.14,2.2,5930270.894967066,27.82,28.6,NA
RS,Rio Grande do Sul,43,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51718917,23710654,2.18,2.18,SISTN,287587019,262549908.3185135,2.9379176273902408,19.385951748851788,5.838568997639149,112.7213665465968,13,2.14,2.14,4493996.295969351,27.82,27.82,NA
RS,Rio Grande do Sul,43,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55040941,26387876,2.09,2.09,SISTN,332292726,285641731.042292,8.795212640396176,19.4702488948505,5.910818080013791,119.38412146047168,13,2.18,2.14,19631686.57563955,28.340000000000003,27.82,NA
RS,Rio Grande do Sul,43,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,59939702,28633466,2.09,2.09,SISTN,357816424,289273471.01777136,1.2714318605433927,19.48288306514628,6.407616596391952,127.0337982406296,13,2.09,2.18,16428058.235763922,27.169999999999998,28.340000000000003,NA
RS,Rio Grande do Sul,43,2015,0,1,0,68486044.08721,30139172.17057,-1777129.95082,NA,50806614.84246,1664534.5799,2.2723266485097615,-0.05896412617979316,0.05522827801904155,NA,NA,NA,2.2723266485097615,SICONFI,381992601,283241363.50819355,-2.085261219549317,19.461809966703896,10.673497995621716,140.59274814960534,13,2.09,2.09,4626300.106321612,27.169999999999998,27.169999999999998,-0.7665336403373111
RS,Rio Grande do Sul,43,2016,0,0,0,73796963.28316,34654897.4103,854663.46944,NA,54840409.03405,603396.4018999999,2.1294815104899527,0.0246621266634014,0.01741157663103226,NA,NA,NA,2.1294815104899527,SICONFI,408789528,278749407.3724573,-1.585911068955248,19.44582375471825,6.288055054224495,149.4332975554997,13,2.2723266485097615,2.09,-4786915.96940906,29.5402464306269,27.169999999999998,0.3206076466242182
RS,Rio Grande do Sul,43,2017,0,0,1,76703155.00989999,35045932.696940005,-422492.3296,NA,59381280.51657,1290168.16974,2.1886464164954935,-0.01205538837426602,0.03681363486304502,NA,NA,NA,2.1886464164954935,SICONFI,423270047,279008051.36776924,0.09278728078740972,19.44675119731825,2.9473499083459087,153.83761971404,13,2.1294815104899527,2.2723266485097615,-8864731.250905152,27.683259636369385,29.5402464306269,-0.15672004886545826
RS,Rio Grande do Sul,43,2018,1,0,0,84197552.15986,37773288.19339,793908.0637899999,52006437.4802,51097746.91514,2571499.6458,2.2290236351357375,0.02101771123883589,0.06807719869751742,NA,NA,NA,2.2290236351357375,SICONFI,457293958,290779554.0224191,4.21905482545859,19.48807599173785,3.7454821218273926,159.59958025707417,13,2.1886464164954935,2.1294815104899527,-1060608.0668664116,28.452403414441417,27.683259636369385,0.27323024610486657
RS,Rio Grande do Sul,43,2019,0,1,0,89255394.238,39779435.77647,669382.3771599999,53987342.9349,52865347.78402,3273164.72987,2.243757169899218,0.01682734719822113,0.08228283448419636,NA,NA,NA,2.243757169899218,SICONFI,482464177,295744290.20649844,1.707388334358817,19.505005754487623,4.306039984113186,166.4720019974206,13,2.2290236351357375,2.1886464164954935,178754.9083181847,28.97730725676459,28.452403414441417,0.2187555135768747
RS,Rio Grande do Sul,43,2020,0,0,0,93262905.40812,42073517.60888,2864911.31081,46785027.16252,41964003.66906,2938409.91766,2.216665273274798,0.06809298279840843,0.06983989180500139,NA,NA,NA,2.216665273274798,SICONFI,470941846,279698479.5858142,-5.425569031097965,19.4492227222826,4.517341500509864,173.9921108303797,13,2.243757169899218,2.2290236351357375,-19466890.12335632,29.168843208689832,28.97730725676459,0.8852087763793096
RS,Rio Grande do Sul,43,2021,0,0,1,98327576.54386,53878109.95644,4657861.2424099995,54026367.59858,47461778.8296,2790613.44519,1.825000480220205,0.08645183073748951,0.05179493949298124,NA,NA,NA,1.825000480220205,SICONFI,581283677,318769076.503807,13.968827065434786,19.57997750050118,10.061054893257904,191.49755261096232,13,2.216665273274798,2.243757169899218,16011156.16865575,28.81664855257237,29.168843208689832,1.1238737995873636
RS,Rio Grande do Sul,43,2022,1,0,0,100842876.94111,50634029.84959,1352248.88778,53775025.86121,50321671.71923,1261257.76557,1.991602826017739,0.02670632560349034,0.02490929063549961,NA,NA,NA,1.991602826017739,SICONFI,593633656,297897005.952982,-6.547708698643396,19.512258367122705,5.784841959607778,202.57538338602325,13,1.825000480220205,2.216665273274798,-8369767.334801994,23.725006242862662,28.81664855257237,0.3471822328453744
RS,Rio Grande do Sul,43,2023,0,1,0,104898747.72642,56639116.67626,3009619.95473,75931085.57039,71138099.94405,1471988.50908,1.852054796793605,0.05313677421794021,0.02598890299602741,NA,NA,NA,1.852054796793605,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,13,1.991602826017739,1.825000480220205,NA,25.890836738230607,23.725006242862662,0.6907780648332228
RS,Rio Grande do Sul,43,2024,0,0,0,110719293.63326,60043883.38248,2156932.13084,79898987.7755,75375677.82161,852758.3754299999,1.843972897755084,0.03592259543075064,0.01420225220940362,NA,NA,NA,1.843972897755084,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,13,1.852054796793605,1.991602826017739,NA,24.076712358316865,25.890836738230607,0.4669937405997583
SC,Santa Catarina,42,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8511284,4373551,1.95,1.95,SISTN,54481893,91849163.35537715,NA,18.335658260769303,12.530337079575029,63.824270157497885,13,NA,NA,4987423.371992292,NA,NA,NA
SC,Santa Catarina,42,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8555064,5129578,1.67,1.67,SISTN,64098475,94200358.03366674,2.559843326163458,18.360934540321395,9.299949329235147,69.75989494189933,13,1.95,NA,-684452.7718776008,25.349999999999998,NA,NA
SC,Santa Catarina,42,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9324484,5669194,1.64,1.64,SISTN,73618966,101495202.67597246,7.743967002438112,18.43552209105299,7.600644138060453,75.06209630751793,13,1.67,1.95,-1462553.185451294,21.71,25.349999999999998,NA
SC,Santa Catarina,42,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8019912,6718512,1.19,1.19,SISTN,81549244,105200836.8587474,3.651043679971089,18.4713818131673,5.68973334585865,79.3329294312273,13,1.64,1.67,-5922767.998276842,21.32,21.71,NA
SC,Santa Catarina,42,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8030930,7376828,1.09,1.09,SISTN,91063449,112757000.14711824,7.182607585637801,18.54074561998186,3.141774968304434,81.82539154972024,13,1.19,1.64,-6653761.819374192,15.469999999999999,21.32,NA
SC,Santa Catarina,42,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7677817,8498348,0.9,0.9,SISTN,103728092,123926082.85932548,9.905445070048447,18.63519583985433,4.457330433237816,85.47261962938191,13,1.09,1.19,-3862320.8246667143,14.170000000000002,15.469999999999999,NA
SC,Santa Catarina,42,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8065824,10420913,0.77,0.77,SISTN,121477258,137333188.1146685,10.81863070792133,18.737920561227668,5.902313417525495,90.51748152607746,13,0.9,1.09,1174019.229174836,11.700000000000001,14.170000000000002,NA
SC,Santa Catarina,42,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6312345,10405660,0.61,0.61,SISTN,129098535,139147562.72105682,1.321147955054669,18.75104553030349,4.312028329689999,94.42062097280385,13,0.77,0.9,-5239510.517663451,10.01,11.700000000000001,NA
SC,Santa Catarina,42,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7464223,11857684,0.63,0.63,SISTN,153726007,157743271.71147084,13.364020631602468,18.87647940688468,5.909068347266233,100,13,0.61,0.77,5395399.107783509,7.93,10.01,NA
SC,Santa Catarina,42,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6298321,13791477,0.46,0.46,SISTN,174068322,167501196.62560838,6.185953168250391,18.93650105323736,6.503109040628852,106.50310904062886,13,0.63,0.61,7636268.890375096,8.19,7.93,NA
SC,Santa Catarina,42,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5898678,14535174,0.41,0.41,SISTN,191794652,175097153.11100745,4.534866997026432,18.980851538477463,5.838568997639149,112.7213665465968,13,0.46,0.63,8281599.731732905,5.98,8.19,NA
SC,Santa Catarina,42,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7615242,15892968,0.48,0.48,SISTN,214512242,184396597.75954005,5.31101990141265,19.032599418588685,5.910818080013791,119.38412146047168,13,0.41,0.46,11243170.788908767,5.33,5.98,NA
SC,Santa Catarina,42,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8051407,17835511,0.45,0.45,SISTN,242553371,196090092.0977044,6.341491372532304,19.09408476514617,6.407616596391952,127.0337982406296,13,0.48,0.41,17175050.15626344,6.24,5.33,NA
SC,Santa Catarina,42,2015,0,1,0,10295408.62944,19409870.96123,-330031.93082,NA,20721525.89878,957286.00278,0.5304212815223983,-0.01700330370455415,0.04931954492083532,NA,NA,NA,0.5304212815223983,SICONFI,249079642,184688544.32657644,-5.814443580069806,19.034181420108848,10.673497995621716,140.59274814960534,13,0.45,0.48,439220.89484620374,5.8500000000000005,6.24,-0.22104294815920394
SC,Santa Catarina,42,2016,0,0,0,10288202.50678,20488858.89236,-769575.8044,NA,22344928.26736,671254.32744,0.502136432332809,-0.03756069620289901,0.03276191860984025,NA,NA,NA,0.502136432332809,SICONFI,256754669,175078388.56346986,-5.2034390103337325,18.98074436624341,6.288055054224495,149.4332975554997,13,0.5304212815223983,0.45,-14398558.519618394,6.8954766597911785,5.8500000000000005,-0.4882890506376871
SC,Santa Catarina,42,2017,0,0,1,10797795.56047,21132256.29612,-1132508.79776,NA,23601269.36365,770880.71264,0.5109627391019546,-0.05359147560442635,0.03647886443538629,NA,NA,NA,0.5109627391019546,SICONFI,277270237,182768965.28813332,4.392647652154658,19.023733428436127,2.9473499083459087,153.83761971404,13,0.502136432332809,0.5304212815223983,-12154015.45791939,6.527773620326517,6.8954766597911785,-0.6966891828575426
SC,Santa Catarina,42,2018,1,0,0,21166285.852220003,22773760.28874,276032.94415,23346557.52694,22869580.89861,982947.01287,0.9294155020453614,0.01212065731132151,0.04316138399665149,NA,NA,NA,0.9294155020453614,SICONFI,298227090,189633689.03204235,3.7559569990927466,19.06060481676928,3.7454821218273926,159.59958025707417,13,0.5109627391019546,0.502136432332809,-11134817.653922748,6.642515608325409,6.527773620326517,0.15756854504717963
SC,Santa Catarina,42,2019,0,1,0,20146899.4025,25092129.46015,1989076.92044,25649956.7742,23360419.27521,2696141.7058,0.8029170834024368,0.07927094922728449,0.10744969692914548,NA,NA,NA,0.8029170834024368,SICONFI,323263857,198156556.47710404,4.494384667917095,19.104567965507023,4.306039984113186,166.4720019974206,13,0.9294155020453614,0.5109627391019546,-8916510.536483645,12.082401526589699,6.642515608325409,1.0305223399546983
