uf,nome,id_ente,year,eleicao_estadual,pre_eleicao,pos_eleicao,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida,dcl_sobre_rcl,primario_sobre_rcl,encargos_sobre_rcl,dcl_hist,rcl_hist,dcl_sobre_rcl_hist,dcl_sobre_rcl_ext,fonte_dcl_rcl,pib_nominal_mil,pib_real_mil,crescimento_pib_pct,ln_pib_real,ipca_aa,deflator_2010,teto,d_lag1,d_lag2,yvar,d_lag1_teto,d_lag2_teto,primario_teto
SC,Santa Catarina,42,2020,0,0,0,19022083.88279,26861365.17205,2679979.7998200003,27931259.50233,24495381.76766,2509715.63062,0.7081577485340548,0.09977079655685536,0.09343216975552043,NA,NA,NA,0.7081577485340548,SICONFI,349275016,207438968.87113935,4.684383176141771,19.150347728449297,4.517341500509864,173.9921108303797,13,0.8029170834024368,0.9294155020453614,-6345886.792004203,10.43792208423168,12.082401526589699,1.2970203552391197
SC,Santa Catarina,42,2021,0,0,1,16480920.704790002,31050771.46109,3645329.17318,32028698.95725,28195206.12501,2517659.04301,0.5307733086581244,0.1173989888704696,0.08108201260522307,NA,NA,NA,0.5307733086581244,SICONFI,428570889,235023194.19670472,13.297513710020702,19.27519476594742,10.061054893257904,191.49755261096232,13,0.7081577485340548,0.8029170834024368,14260292.733213803,9.206050730942712,10.43792208423168,1.5261868553161047
SC,Santa Catarina,42,2022,1,0,0,16236773.95014,38260230.91983999,864025.78796,38862778.659669995,37201014.64515,3249964.0562600004,0.42437731189229067,0.02258286913558475,0.0849436602478716,NA,NA,NA,0.42437731189229067,SICONFI,466274103,233985485.5485356,-0.4415345692649453,19.270769643827823,5.784841959607778,202.57538338602325,13,0.5307733086581244,0.7081577485340548,6182711.1729676295,6.900053012555618,9.206050730942712,0.29357729876260175
SC,Santa Catarina,42,2023,0,1,0,13660618.69301,41178425.49053,2920693.48348,44007135.46107,40117859.3118,3126646.9609899996,0.3317421326891578,0.07092776007552028,0.07592924993475163,NA,NA,NA,0.3317421326891578,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,13,0.42437731189229067,0.5307733086581244,NA,5.516905054599778,6.900053012555618,0.9220608809817636
SC,Santa Catarina,42,2024,0,0,0,13184663.13739,46590341.82032,2519505.07418,49462409.83764,45683046.34141,2921001.9701199997,0.28299133730844656,0.05407784050816167,0.06269543978417493,NA,NA,NA,0.28299133730844656,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,13,0.3317421326891578,0.42437731189229067,NA,4.312647724959051,5.516905054599778,0.7030119266061017
SE,Sergipe,28,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215477,1674710,0.73,0.73,SISTN,10332494,17419198.875385158,NA,16.673083539547253,12.530337079575029,63.824270157497885,13,NA,NA,853355.6982657979,NA,NA,NA
SE,Sergipe,28,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236566,1805467,0.68,0.68,SISTN,11749574,17267401.097187754,-0.8714394920417812,16.664330952243194,9.299949329235147,69.75989494189933,13,0.73,NA,-482618.3564369103,9.49,NA,NA
SE,Sergipe,28,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322030,2043107,0.65,0.65,SISTN,13336258,18386107.30622132,6.478717919025834,16.727105899689324,7.600644138060453,75.06209630751793,13,0.68,0.73,-556621.9808913049,8.84,9.49,NA
SE,Sergipe,28,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149727,2536658,0.45,0.45,SISTN,14430118,18615261.345285732,1.2463434224974312,16.73949230469004,5.68973334585865,79.3329294312273,13,0.65,0.68,-1532418.7057158032,8.450000000000001,8.84,NA
SE,Sergipe,28,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1636893,2865674,0.57,0.57,SISTN,16419798,20331397.34803644,9.218973459028623,16.82767691654484,3.141774968304434,81.82539154972024,13,0.45,0.65,-1031615.5508643307,5.8500000000000005,8.450000000000001,NA
SE,Sergipe,28,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312718,3102889,0.42,0.42,SISTN,18218450,21765956.55753967,7.055881034373557,16.89585768134989,4.457330433237816,85.47261962938191,13,0.57,0.45,-805588.2398228714,7.409999999999999,5.8500000000000005,NA
SE,Sergipe,28,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,829760,3799764,0.22,0.22,SISTN,21418378,24214031.362027258,11.247264957163484,17.002442831451233,5.902313417525495,90.51748152607746,13,0.42,0.57,468254.80459682585,5.46,7.409999999999999,NA
SE,Sergipe,28,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048669,3934265,0.27,0.27,SISTN,21707243,23396934.417913582,-3.3744771033668353,16.96811556396419,4.312028329689999,94.42062097280385,13,0.22,0.42,-1453218.689836198,2.86,5.46,NA
SE,Sergipe,28,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541388,4629387,0.33,0.33,SISTN,26404893,27094922.27304983,15.805437537598642,17.114856898295816,5.909068347266233,100,13,0.27,0.22,1241120.3480379307,3.5100000000000002,2.86,NA
SE,Sergipe,28,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133519,4914198,0.43,0.43,SISTN,29108272,28010095.896160197,3.377657311165816,17.148075570870567,6.503109040628852,106.50310904062886,13,0.33,0.27,1298777.5971504482,4.29,3.5100000000000002,NA
SE,Sergipe,28,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755403,5221654,0.53,0.53,SISTN,32853181,29993007.645180017,7.079275116982564,17.216474833965417,5.838568997639149,112.7213665465968,13,0.43,0.33,2603298.9221633617,5.59,4.29,NA
SE,Sergipe,28,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042166,5524275,0.55,0.55,SISTN,35335986,30375122.3525916,1.2740126363185444,17.229134487685734,5.910818080013791,119.38412146047168,13,0.53,0.43,2506154.8863141593,6.890000000000001,5.59,NA
SE,Sergipe,28,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3414265,5982485,0.57,0.57,SISTN,37472432,30294250.752775416,-0.26624287756749077,17.22646850834308,6.407616596391952,127.0337982406296,13,0.55,0.53,2139128.9655168117,7.15,6.890000000000001,NA
SE,Sergipe,28,2015,0,1,0,4385703.603800001,6353339.37491,-53891.347740000005,NA,7092343.778689999,174450.22812,0.6902989664175035,-0.00848236565999017,0.02745803707715066,NA,NA,NA,0.6902989664175035,SICONFI,38556530,28589046.22957493,-5.628805733194319,17.168534203461334,10.673497995621716,140.59274814960534,13,0.57,0.55,309785.73628517985,7.409999999999999,7.15,-0.11027075357987222
SE,Sergipe,28,2016,0,0,0,4101940.89904,6787495.87254,259137.79332,NA,7397194.03129,148565.81332,0.6043378848501578,0.03817870363183382,0.02188816260221224,NA,NA,NA,0.6043378848501578,SICONFI,38877438,26510128.220944673,-7.271729150864948,17.093037414954555,6.288055054224495,149.4332975554997,13,0.6902989664175035,0.57,-1783735.4604109696,8.973886563427547,7.409999999999999,0.4963231472138397
SE,Sergipe,28,2017,0,0,1,3992519.47947,6885059.82986,-256313.18521,NA,8065412.1061,158739.37849,0.5798815955316373,-0.03722744486524118,0.02305562804284705,NA,NA,NA,0.5798815955316373,SICONFI,40711486,26835899.345238145,1.2288553324917295,17.105251076921487,2.9473499083459087,153.83761971404,13,0.6043378848501578,0.6902989664175035,-1418609.960565769,7.856392503052052,8.973886563427547,-0.4839567832481354
SE,Sergipe,28,2018,1,0,0,3400013.69154,7371485.13667,69451.88346,7633862.36639,7614696.663729999,156209.95102,0.46123862810580457,0.00942169483792437,0.02119110981353296,NA,NA,NA,0.46123862810580457,SICONFI,42017981,26717977.70855848,-0.4394174950599794,17.10084721920856,3.7454821218273926,159.59958025707417,13,0.5798815955316373,0.6043378848501578,-1480960.257819611,7.538460741911285,7.856392503052052,0.12248203289301682
SE,Sergipe,28,2019,0,1,0,3695263.44412,8053614.115,297451.47585000005,8423512.152,8335129.36895,278132.16094,0.4588329402618764,0.03693391210487616,0.03453507418762141,NA,NA,NA,0.4588329402618764,SICONFI,44689483,27394074.129425734,2.530492495510539,17.125837275319302,4.306039984113186,166.4720019974206,13,0.46123862810580457,0.5798815955316373,-756630.0337903063,5.99610216537546,7.538460741911285,0.48014085736339013
SE,Sergipe,28,2020,0,0,0,3364371.94753,8724606.234620001,499287.88882,9375465.17164,8685866.46342,166303.59499,0.3856187725905472,0.05722755565045239,0.01906144420937793,NA,NA,NA,0.3856187725905472,SICONFI,45409657,26969385.13595864,-1.5502951166029957,17.110212896782567,4.517341500509864,173.9921108303797,13,0.4588329402618764,0.46123862810580457,-1149167.6579187845,5.964828223404393,5.99610216537546,0.7439582234558811
SE,Sergipe,28,2021,0,0,1,2843275.39519,9674448.31022,841652.69212,10379246.01078,9457573.78018,155804.14762,0.29389535237749836,0.08699748710537693,0.01610470619346944,NA,NA,NA,0.29389535237749836,SICONFI,51861397,28440175.22254854,5.453554388338189,17.163313324010733,10.061054893257904,191.49755261096232,13,0.3856187725905472,0.4588329402618764,336512.76696452626,5.013044043677114,5.964828223404393,1.1309673323699
SE,Sergipe,28,2022,1,0,0,3543671.2948600003,11296095.37556,14196.11643,11805100.48506,11719499.0808,198238.60861,0.313707628790654,0.00125672774158001,0.01754930372125796,NA,NA,NA,0.313707628790654,SICONFI,57372241,28790515.237756196,1.2318490039748164,17.17555655884212,5.784841959607778,202.57538338602325,13,0.29389535237749836,0.3856187725905472,694795.1687778158,3.820639580907479,5.013044043677114,0.016337460640540133
SE,Sergipe,28,2023,0,1,0,2884664.29548,12629587.87494,1053386.46911,13878334.32453,12828458.11677,254395.91289,0.2284052594624909,0.08340624251090253,0.02014285148565931,NA,NA,NA,0.2284052594624909,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,13,0.313707628790654,0.29389535237749836,NA,4.078199174278502,3.820639580907479,1.0842811526417329
SE,Sergipe,28,2024,0,0,0,1764039.14917,15308466.56823,1668810.60037,16603580.19187,14867439.98295,269518.38413,0.11523290992652065,0.10901226409138325,0.01760583811113632,NA,NA,NA,0.11523290992652065,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,13,0.2284052594624909,0.313707628790654,NA,2.969268373012382,4.078199174278502,1.4171594331879822
SP,São Paulo,35,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90210046,39675808,2.27,2.27,SISTN,518878815,874760079.2905549,NA,20.58946021162703,12.530337079575029,63.824270157497885,13,NA,NA,40584709.56330553,NA,NA,NA
SP,São Paulo,35,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97876864,43699168,2.24,2.24,SISTN,591454032,869212279.6190672,-0.6342081449335235,20.58309793374223,9.299949329235147,69.75989494189933,13,2.27,NA,-22081499.669730105,29.51,NA,NA
SP,São Paulo,35,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,110330939,49479722,2.23,2.23,SISTN,652955558,900200862.609408,3.5651340549309296,20.6181284770646,7.600644138060453,75.06209630751793,13,2.24,2.27,-48617173.336570255,29.120000000000005,29.51,NA
SP,São Paulo,35,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,111916498,56775075,1.97,1.97,SISTN,743042944,958546464.646409,6.481398147950546,20.680928595692777,5.68973334585865,79.3329294312273,13,2.23,2.24,-48386707.15131905,28.99,29.120000000000005,NA
SP,São Paulo,35,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,118355919,62468354,1.89,1.89,SISTN,824529299,1020952438.213122,6.5104797595527675,20.7440017915112,3.141774968304434,81.82539154972024,13,1.97,2.23,-44385608.99649479,25.61,28.99,NA
SP,São Paulo,35,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120461936,70567961,1.71,1.71,SISTN,935653180,1117844079.4251895,9.49031880286686,20.834667738111825,4.457330433237816,85.47261962938191,13,1.89,1.97,-5403576.050511841,24.57,25.61,NA
SP,São Paulo,35,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133920658,82182734,1.63,1.63,SISTN,1042510168,1178584760.3952224,5.433734640457755,20.8875802000242,5.902313417525495,90.51748152607746,13,1.71,1.89,-848373.4048511833,22.23,24.57,NA
SP,São Paulo,35,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,130298983,86630248,1.5,1.5,SISTN,1127093826,1214826789.8303485,3.075046500938372,20.917867343765895,4.312028329689999,94.42062097280385,13,1.63,1.71,-17784793.795971666,21.189999999999998,22.23,NA
SP,São Paulo,35,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,152727942,99914614,1.53,1.53,SISTN,1294695988,1328529797.9465191,9.35960657667496,21.007338752680397,5.909068347266233,100,13,1.5,1.63,47038175.28253952,19.5,21.189999999999998,NA
SP,São Paulo,35,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,157420440,108053551,1.46,1.46,SISTN,1436672709,1382470946.763389,4.060213696391735,21.04713827614059,6.503109040628852,106.50310904062886,13,1.53,1.5,57866926.078758575,19.89,19.5,NA
SP,São Paulo,35,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,177517847,115369738,1.54,1.54,SISTN,1559033444,1423305158.9428537,2.953712139489406,21.076247580669182,5.838568997639149,112.7213665465968,13,1.46,1.53,62355229.73017721,18.98,19.89,NA
SP,São Paulo,35,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,183764775,129472631,1.42,1.42,SISTN,1715238417,1474433932.032929,3.592256570477903,21.111539978184833,5.910818080013791,119.38412146047168,13,1.54,1.46,84324762.99962011,20.02,18.98,NA
SP,São Paulo,35,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,200478761,135630165,1.48,1.48,SISTN,1858196055,1502241894.467593,1.886009391843202,21.130224425568876,6.407616596391952,127.0337982406296,13,1.42,1.54,89956781.23857132,18.46,20.02,NA
SP,São Paulo,35,2015,0,1,0,235645413.30623,140398953.31901002,5062845.32784,NA,201141792.10468,9683230.34226,1.678398647109598,0.0360604207378695,0.06896939124793952,NA,NA,NA,1.678398647109598,SICONFI,1939901907,1438406031.3535364,-4.249373110226074,21.086801414771795,10.673497995621716,140.59274814960534,13,1.48,1.42,9881648.841232108,19.24,18.46,0.4687854695923035
SP,São Paulo,35,2016,0,0,0,246434668.93848,140443287.17102,1563749.68902,NA,205449892.50514,6384765.55821,1.7546916901652452,0.01113438542004358,0.04546152177736463,NA,NA,NA,1.7546916901652452,SICONFI,2038757382,1390207852.8996038,-3.3508048077758756,21.052719107369995,6.288055054224495,149.4332975554997,13,1.678398647109598,1.48,-50565312.5084277,21.819182412424773,19.24,0.14474701046056654
SP,São Paulo,35,2017,0,0,1,259106333.81864,151562454.36173,5351985.97744,NA,216545337.9863,8478676.93167,1.7095680781220255,0.03531208306159096,0.05594180278602623,NA,NA,NA,1.7095680781220255,SICONFI,2120761635,1397948131.200681,0.5567712975389272,21.058271377924292,2.9473499083459087,153.83761971404,13,1.7546916901652452,1.678398647109598,-53128335.72881018,22.810991972148187,21.819182412424773,0.4590570798006825
SP,São Paulo,35,2018,1,0,0,279672335.1883,159210706.09547,12403802.00518,206892889.8056,192134309.56473,11243133.85678,1.7566176424127893,0.07790808991037394,0.07061795109455832,NA,NA,NA,1.7566176424127893,SICONFI,2210561949,1405630243.7941887,0.5495277272490551,21.06375161124924,3.7454821218273926,159.59958025707417,13,1.7095680781220255,1.7546916901652452,-55343395.17069769,22.224385015586332,22.810991972148187,1.0128051688348612
SP,São Paulo,35,2019,0,1,0,266730147.18202,160444552.83655,18329972.78508,221521871.59365,203555484.14092,17075883.4374,1.6624443925730938,0.11424490555159782,0.10642856448230902,NA,NA,NA,1.6624443925730938,SICONFI,2348338000,1439500771.4219332,2.4096328161180125,21.08756220391211,4.306039984113186,166.4720019974206,13,1.7566176424127893,1.7095680781220255,-31971978.623199463,22.83602935136626,22.224385015586332,1.4851837721707717
SP,São Paulo,35,2020,0,0,0,274907386.9355,165229897.15495998,19960046.93079,227292750.06844,209956631.74751,9780233.65778,1.6637871938979638,0.1208016664930232,0.0591916706733023,NA,NA,NA,1.6637871938979638,SICONFI,2377638980,1412110674.2974927,-1.9027497357562817,21.068351354176333,4.517341500509864,173.9921108303797,13,1.6624443925730938,1.7566176424127893,-70917760.45194516,21.61177710345022,22.83602935136626,1.5704216644093014
SP,São Paulo,35,2021,0,0,1,249588126.64945,197089874.18232,41890449.9978,275041229.18434,238983878.00602,9753781.10956,1.2663670707839916,0.21254491217062127,0.04948900165483471,NA,NA,NA,1.2663670707839916,SICONFI,2719751231,1491479328.475901,5.62056895560914,21.123034302269495,10.061054893257904,191.49755261096232,13,1.6637871938979638,1.6624443925730938,-4296279.394877586,21.62923352067353,21.61177710345022,2.7630838582180766
SP,São Paulo,35,2022,1,0,0,264679333.85763,229464781.38487,21150630.99918,309482036.7801,278079908.11148,29526642.21606,1.153463866046164,0.092173756998923,0.12867613948362916,NA,NA,NA,1.153463866046164,SICONFI,3130333203,1570862567.1468134,5.322449809078633,21.1748907112645,5.784841959607778,202.57538338602325,13,1.2663670707839916,1.6637871938979638,61722560.54920234,16.46277192019189,21.62923352067353,1.1982588409859989
SP,São Paulo,35,2023,0,1,0,293473507.89639,229658088.10143,5467854.379319999,314180676.29605,295182532.94946,36791574.20765,1.2778714232210082,0.02380867325214815,0.1602015174462341,NA,NA,NA,1.2778714232210082,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,13,1.153463866046164,1.2663670707839916,NA,14.995030258600131,16.46277192019189,0.3095127522779259
SP,São Paulo,35,2024,0,0,0,317655576.68971,251366970.70676,12941505.87287,345163635.43636,326531397.15315,34056876.0569,1.263712475018371,0.0514845122113013,0.13548667894251754,NA,NA,NA,1.263712475018371,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,13,1.2778714232210082,1.153463866046164,NA,16.612328501873108,14.995030258600131,0.6692986587469169
