id_ente,uf,year,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida
17,TO,2003,NA,NA,NA,NA,NA,NA
17,TO,2004,NA,NA,NA,NA,NA,NA
17,TO,2005,NA,NA,NA,NA,NA,NA
17,TO,2006,NA,NA,NA,NA,NA,NA
17,TO,2007,NA,NA,NA,NA,NA,NA
17,TO,2008,NA,NA,NA,NA,NA,NA
17,TO,2009,NA,NA,NA,NA,NA,NA
17,TO,2010,NA,NA,NA,NA,NA,NA
17,TO,2011,NA,NA,NA,NA,NA,NA
17,TO,2012,NA,NA,NA,NA,NA,NA
17,TO,2013,NA,NA,NA,NA,NA,NA
17,TO,2014,NA,NA,NA,NA,NA,NA
17,TO,2015,2523586.1328000003,6304771.94472,249339.61901,NA,6847455.15859,157278.92686
17,TO,2016,2410379.47646,7293584.9293599995,63823.52833,NA,7819532.03495,184469.19447999998
17,TO,2017,2735798.54703,7198140.23726,41479.15795,NA,8054280.57485,200837.64707
17,TO,2018,4570176.99701,7190329.05143,-171079.99674,7384226.43,7400299.55804,165327.75506
17,TO,2019,4564454.22892,8015429.038520001,568575.5003099999,8299657.03462,7915181.84029,280706.08392
17,TO,2020,3246271.20131,8967319.709139999,784928.79215,9543269.05988,8473926.040439999,628615.6217
17,TO,2021,1970008.7998900001,10053168.26252,631974.1618,10592895.03373,9675631.58213,342243.45158999995
17,TO,2022,919652.86008,12105998.30671,182137.70857,12413566.09424,11761324.56309,644852.83884
17,TO,2023,599525.76168,13094049.26001,117701.66614,14881707.11663,14242354.37277,343468.57623
17,TO,2024,1598398.6094000002,14655407.39967,112212.75254,16516685.95923,16186472.38597,563328.51075
